Sentiment,Strength,Conditions,Comment,Age,Gender,Postal Code 
Opposed,Strongly Opposed,F,Organized crime Feeds gambling addictions Spinoffs are unapparent ast a,,,
Opposed,Strongly Opposed,T,  ,25-34,Female,M6K
Opposed,Strongly Opposed,T,"It promotes Toronto as a destination for gamblers. Gambling is a parasitic form of capitalism that profits from people's addictions. We can do much, much better.",45-54,Prefer not to disclose,M6H
Opposed,Strongly Opposed,T,  ,65 or older,Male,M1V
Opposed,Strongly Opposed,T,  ,35-44,Male,M4j
Opposed,Strongly Opposed,T,"Gambling can be addictive and very detrimental to people, especially those who are poor and think they will strike it rich. They have a very 'tacky' quality to them. They ruin lives and families.",55-64,Female,m4J
Opposed,Strongly Opposed,T,Gambling is addictive Casinos invite corruption and crime ,,,
Opposed,Strongly Opposed,T,"Don't support untethered corporate greed. Doubts that exploiting human weakness is ""good"" business. Product is unethical.",,,
Opposed,Strongly Opposed,T,"Contempt for cities that prostitute themselves for gambling revenue Disbelief that such revenues, on net, would materialize. Anger that people with gambling problems would find their government luring them to mess up their lives.",65 or older,Male,M1M
Opposed,Strongly Opposed,T,Results of gambling addiction are well-known  ,25-34,Male,M9N
Opposed,Strongly Opposed,T,Historically other cities had NOT gained financially Historically other cities have experienced deteriorated neighbourhods close to the casino I believe promoting gambling is wrong,55-64,Male,M4R
Opposed,Strongly Opposed,T,Social issues mafia gambling,45-54,Female,M4K
Opposed,Strongly Opposed,F,Organized crime Feeds gambling addictions Spinoffs are unapparent at other casinos,,,
Favour,Strongly in Favour,F,  ,45-54,Male,M1E
Favour,Somewhat in Favour,F,Favor because of revenue potential and landmark/tourism Reserved because of lack of socio-economic & societal impact studies - what data is there to support how this affects cities like Toronto socially? Reserved because of addiction potential - does it outweight revenue potential?,25-34,Male,
Favour,Somewhat in Favour,F,Source of Revenue Tourist Attraction Fun,15-24,Male,m5r
Favour,Strongly in Favour,F,to give more employment opportunities to bring in more tourism to help our economy,45-54,Female,p5a
Opposed,Strongly Opposed,T,gambling is addictive  ,55-64,Female,
Opposed,Strongly Opposed,T,Organized crime Feeds gambling addictions Spinoffs are unapparent at other casinos,45-54,Male,M6p
Opposed,Strongly Opposed,T,bad for downtown businesses increased crime for downtown area makes more sense to put a casio at Woodbine Ractrack,35-44,Female,N4X
Favour,Strongly in Favour,F,To attract additional tourism to the city. To construct a complex structure for the whole society's entertainment. To locate preferably in Ontraio Place,,,
Opposed,Strongly Opposed,T,"A casino in the city would attract a criminal element, including organized crime Would contribute to the problem of gambling addiction ",55-64,Female,M4J
Opposed,Strongly Opposed,F,Because it goes against culture It is bad for people ,25-34,Male,M6J
Opposed,Strongly Opposed,F,Casinos are tacky. A casino may draw further traffic to an already congested city. ,25-34,Male,M4Y
Favour,Strongly in Favour,F,keep people in Toronto from bringing their entertainment dollars to Niagara and Orillia  ,35-44,Male,M5E
Opposed,Strongly Opposed,T,Bad for City Bad for small local business creates social problems and crime,45-54,Male,
Opposed,Strongly Opposed,T,  ,45-54,Female,l5m
Opposed,Strongly Opposed,T,Return on investment isn't beneficial to the city The negative social impacts outweighs any positive results The increased traffic to the city will cause undue strain to infrastructure,,,
Opposed,Somewhat Opposed,F,negative social consequences would divert revenues from aboriginal-run casinos But ... a tourist draw and appealing to some new Canadian communities,45-54,Male,M4R
Opposed,Strongly Opposed,T,Casinos drain the poor of what little wealth they have. It will encourage gambling addition. Casinos are a convenient way to launder money which supports organized crime and human trafficking of children.,,,
Favour,Somewhat in Favour,F,Entertainment Eliminating a few of the smaller slot places at Racetracks Choosing Toronto Casino instead of an out of town one,,,
Opposed,Strongly Opposed,F,There are enough casinos in the GTA already. Concerned for people with gambling addictions. More traffic issues when traffic is already difficult in the city.,45-54,Female,M9R
Opposed,Strongly Opposed,T,"Casinos attract tourists who are more likely to require police services Gambling is an addiction and we shouldn't make it easier for people to do it The jobs created are low wage, low value jobs",55-64,Female,M6P
Opposed,Strongly Opposed,T,"Casinos are just a poor way of taking money from people who can't afford it. 99% of people who go there, lose. Some people develop addiction problems to gambling, which ruins more than their own lives. Families are impacted. Around casinos sprout up ugly businesses like pawn shops and pay day cheque cashers. Ugly.",Prefer not to disclose,Female,M8V
Opposed,Strongly Opposed,T,"casinos attract many people who cannot afford to spend their money . Make them more accessible and more people who cannot afford to waste money will be affected. casinos destroy many more people and families than is known. it is still the major unspoken addiction. no one gains from the casino profits, only the owners. Society will have more costs as a result of personal and family breakdowns than gains.",55-64,Female,M6C
Opposed,Strongly Opposed,F,"Horrible implications for the entire Ontario Horse Racing Industry if the OLG's ""modernization plan"" is implimented Majority of people that casino's attract are not the type of people I want in my city. Lack of infastructure (roads, parking, public transit) to support a downtown casino",25-34,Male,M6K
Opposed,Strongly Opposed,F,"Many casinos ARE NOT making the money they promise for the municipalities [i.e. Niagara, Windsor]. They make money for the management companies and a select few. Local businesses SUFFER. Does NOT create the many jobs promised. Wages are often NOT what people expect. Increase in Social problems i.e.-Crime, Gambling addictions, Personal Debt, Marital problems, Drinking and Drug problems etc. etc.",,,
Favour,Strongly in Favour,F,Economic Opportunities  ,25-34,Male,l4b
Opposed,Strongly Opposed,T,  ,35-44,Male,M4M
Favour,Somewhat in Favour,F,  ,55-64,Female,M8W
Opposed,Strongly Opposed,T,Will have a detrimental on existing casinos. Some already in difficulty.New casinos will draw customers from the old. Detrimental effect on the racing industry. Will create many job losses and these people will be unemployed. Unemployed track workers have very few other employment skills and will be on welfare or EI. A drain on economy,,Male,l1j
Opposed,Strongly Opposed,T,Gambling Addiction Issues Breakup of families large portion of the downtown filled with a casino,55-64,Female,M9N
Opposed,Strongly Opposed,T,I am not supportive of a Toronto casino due to evidence that casinos can have adverse social impacts. I am not supportive of a Toronto casino due to evidence that casinos can have adverse health-related impacts. I am not supportive of a Toronto casino due to evidence that casinos can have adverse economic impacts.,,,M4V
